text|source|chunk_id
risks which were not evident earlier in the project. input should be sought from a wide range of project stakeholders when identifying risks since each will have a different perspective on the risks facing the project. historical records and project documents should also be reviewed to identify risks for this project. all identified risks are recorded. ideally a risk owner is designated for each identified risk. it is the responsibility of the risk owner to manage the corresponding risk through all of the subsequent project risk management processes. following risk identification it is necessary to evaluate the importance of each risk in order to prioritize individual risks for further attention evaluate the level of overall project risk and determine appropriate responses. risk evaluation can be performed using qualitative techniques to address individual risks using quantitative techniques to consider the overall effect of risk on the project outcome or using both in combination.|TEXT_data\3_INTRODUCTION_TO_PROJECT_RISK_MANAGEMENT_PROCESSES_3.2_Project_Risk_Management_Processes.txt|d1ff8b5cc44744d99fb1378d29d4a03c
can be performed using qualitative techniques to address individual risks using quantitative techniques to consider the overall effect of risk on the project outcome or using both in combination. these two approaches require different types of data but where both qualitative and quantitative techniques are used an integrated approach should be adopted. qualitative techniques are used to gain a better understanding of individual risks considering a range of characteristics such as probability of occurrence degree of impact on project objectives manageability timing of possible impacts relationships with other risks common causes or effects etc. understanding and prioritizing risks is an essential prerequisite to managing them so qualitative techniques are used on most projects. the outputs from qualitative assessments should be documented and communicated to key project stakeholders and form a basis for determining appropriate responses. quantitative techniques provide insights into|TEXT_data\3_INTRODUCTION_TO_PROJECT_RISK_MANAGEMENT_PROCESSES_3.2_Project_Risk_Management_Processes.txt|27de6ab668ed4adb9e643d40545dc242
from qualitative assessments should be documented and communicated to key project stakeholders and form a basis for determining appropriate responses. quantitative techniques provide insights into the combined effect of identified risks on the project outcome. these techniques take into account probabilistic or project wide effects such as correlation between risks interdependency and feedback loops thereby indicating the degree of overall risk faced by the project. the result is an indication of the degree of overall risk faced by the project. the results of quantitative analysis should be used to focus the development of appropriate responses particularly the calculation of required contingency reserve levels and must be documented and communicated to inform subsequent actions. quantitative techniques may not be required for all projects to ensure effective management of risk. chapter 3 introduction to project risk management processes once individual risks have been prioritized and|TEXT_data\3_INTRODUCTION_TO_PROJECT_RISK_MANAGEMENT_PROCESSES_3.2_Project_Risk_Management_Processes.txt|cdf6f85dd57e494798f78bfb2f893ade
techniques may not be required for all projects to ensure effective management of risk. chapter 3 introduction to project risk management processes once individual risks have been prioritized and the degree of overall project risk exposure is understood appropriate risk responses should be developed using an iterative process which continues until an optimal set of responses has been developed. a range of possible response strategies exists for both threats and opportunities. the risk owner should select a suitable strategy for each individual risk based on its characteristics and assessed priority ensuring that the strategy is achievable affordable cost effective and appropriate. the use of a single strategy that addresses several related risks should be considered whenever possible. the risk owner is responsible for defi ning actions to implement the chosen strategy. these actions may be delegated to action owners as appropriate. the risk owner should monitor actions to determine|TEXT_data\3_INTRODUCTION_TO_PROJECT_RISK_MANAGEMENT_PROCESSES_3.2_Project_Risk_Management_Processes.txt|8595f66768bb41d1a678723361ac8cce
risk owner is responsible for defi ning actions to implement the chosen strategy. these actions may be delegated to action owners as appropriate. the risk owner should monitor actions to determine their effectiveness and also to identify any secondary risks which may arise because of the implementation of risk responses. in addition to individual risk responses actions may be taken to respond to overall project risk. all response strategies and actions should be documented and communicated to key project stakeholders and incorporated into the project plan. it is essential that agreed upon actions are implemented otherwise the risk exposure of the project remains unchanged. it is also vital that the project risk management process be repeated at regular intervals throughout the life of the project. this will enable the project team to reevaluate the status of previously identified risks to identify emergent and secondary risks and to determine the effectiveness of the project risk|TEXT_data\3_INTRODUCTION_TO_PROJECT_RISK_MANAGEMENT_PROCESSES_3.2_Project_Risk_Management_Processes.txt|ad5a0dab83ce49838cf40472fc8ebf5c
the project. this will enable the project team to reevaluate the status of previously identified risks to identify emergent and secondary risks and to determine the effectiveness of the project risk management process. the steps outlined previously form the project risk management process. these are detailed in subsequent chapters as follows plan risk management chapter 4 defi nes the scope and objectives of the project risk management process and ensures that the risk process is fully integrated into wider project management. identify risks chapter 5 identifies as many knowable risks as practicable. perform qualitative risk analysis chapter 6 evaluates key characteristics of individual risks enabling them to be prioritized for further action. perform quantitative risk analysis chapter 7 evaluates the combined effect of risks on the overall project outcome. plan risk responses chapter 8 determines appropriate response strategies and actions for each individual risk and for overall|TEXT_data\3_INTRODUCTION_TO_PROJECT_RISK_MANAGEMENT_PROCESSES_3.2_Project_Risk_Management_Processes.txt|94e0e3ad913346bcb583559c60769467
7 evaluates the combined effect of risks on the overall project outcome. plan risk responses chapter 8 determines appropriate response strategies and actions for each individual risk and for overall project risk and integrates them into a consolidated project management plan. monitor and control risks chapter 9 implements agreed upon actions reviews changes in project risk exposure identifies additional risk management actions as required and assesses the effectiveness of the project risk management process. figure 3 1 shows the fl ow of control and information between the various steps within the project risk management process. chapter 3 introduction to project risk management processes figure 3 1. project risk management process flow diagram chapter 4 plan risk management|TEXT_data\3_INTRODUCTION_TO_PROJECT_RISK_MANAGEMENT_PROCESSES_3.2_Project_Risk_Management_Processes.txt|f97ff7d5d5634d9896dcac3ac47083e8
4.1 purpose and objectives of the plan risk management process the objectives of the plan risk management process are to develop the overall risk management strategy for the project to decide how the risk management processes will be executed and to integrate project risk management with all other project management activities. effective risk management requires creation of a risk management plan. this plan describes how the risk management processes should be carried out and how they fit in with the other project management processes. on a broader level it describes the relationships among project risk management general project management and the management processes in the rest of the organization. to provide the greatest benefit initial risk management planning should be carried out early in the overall planning of the project and the corresponding risk management activities integrated into the overall project management plan. the risk management plan may subsequently need to be|TEXT_data\4_PLAN_RISK_MANAGEMENT_4.1_Purpose_and_Objectives_of_the_Plan_Risk_Management_Process.txt|19c470871db64bdda2f70a5437516308
early in the overall planning of the project and the corresponding risk management activities integrated into the overall project management plan. the risk management plan may subsequently need to be adapted as the needs of the project and its stakeholders become clearer or change. although the project risk management processes form an integral part of the overall project management plan a budget in terms of resources cost and time for the specific risk management activities should be established in order to better track control and as necessary defend the corresponding expenditures throughout the project. the cost of treating the risks themselves should be included appropriately in the project budget while the risk management plan should describe how this part of the project budget is evaluated allocated and managed. the risk management plan will define the monitoring methods to ensure that the corresponding expenditures are tracked appropriately as well as the conditions under which|TEXT_data\4_PLAN_RISK_MANAGEMENT_4.1_Purpose_and_Objectives_of_the_Plan_Risk_Management_Process.txt|7b30112ac4ef407d9b0e223e12a20d1f
allocated and managed. the risk management plan will define the monitoring methods to ensure that the corresponding expenditures are tracked appropriately as well as the conditions under which the approved budget for risk management can be modified. in the same way that project management is a process of progressive elaboration risk management activities need to be repeated throughout the project. the risk management plan should define both the normal frequency for repeating the processes as well as specific or exceptional conditions under which the corresponding actions should be initiated. the corresponding risk management activities should be integrated into the project management plan. there are two categories of success criteria for risk management those for success of the project in general and those for success of project risk management. chapter 4 plan risk management project related criteria. to assess the success of project risk management the stakeholders must agree on an|TEXT_data\4_PLAN_RISK_MANAGEMENT_4.1_Purpose_and_Objectives_of_the_Plan_Risk_Management_Process.txt|db8a34b215f84238a0515500adf69704
general and those for success of project risk management. chapter 4 plan risk management project related criteria. to assess the success of project risk management the stakeholders must agree on an acceptable level of results for the project related criteria such as cost time and scope . in order to ensure consistency and agreement among stakeholders the risk management plan should present these objectives with reference to the project definition documents. to provide guidance in risk management particularly in prioritizing risk responses stakeholders should also prioritize each project objective. process related criteria. the measures for success in project risk management depend on a number of factors such as the inherent level of uncertainty of the project. for example the project risk management process for a research project needs to address more unforeseen changes than for a project with a more predictable environment. a research project risk management process may be considered|TEXT_data\4_PLAN_RISK_MANAGEMENT_4.1_Purpose_and_Objectives_of_the_Plan_Risk_Management_Process.txt|0b5b4e0d4af443bca4a779e13951464b
management process for a research project needs to address more unforeseen changes than for a project with a more predictable environment. a research project risk management process may be considered a success even if it results in more variance from the baseline than would be allowable for a successful process in a more predictable project. the level of risk that is considered acceptable in a project depends on the risk attitudes of the relevant stakeholders. the risk attitudes of both the organization and the stakeholders may be influenced by a number of factors all of which need to be identified. these include their inherent tolerance for uncertainty and the relative importance to them of achieving or missing specific project objectives. the output of this analysis should then be taken into account for setting thresholds and providing weighting factors when applying the project risk management processes in the specific project. guidelines and rules for escalating risk related|TEXT_data\4_PLAN_RISK_MANAGEMENT_4.1_Purpose_and_Objectives_of_the_Plan_Risk_Management_Process.txt|1e24d975d77140ac918a6f9f330d87e8
taken into account for setting thresholds and providing weighting factors when applying the project risk management processes in the specific project. guidelines and rules for escalating risk related information to management and other stakeholders should reflect the risk attitudes and expectations of the corresponding stakeholders. the project manager should maintain effective communication with the stakeholders as the project evolves in order to become aware of any changes in the stakeholders attitudes and adapt the risk management approach to take any new facts into account. it is important that the participants share a common understanding of all terms used to describe the risks and that the critical values and thresholds that will serve as parameters for the tools should be defined in a manner consistent with the scope of the project and the attitudes of the stakeholders. if qualitative analysis uses such terms as high impact or medium probability these should be defined|TEXT_data\4_PLAN_RISK_MANAGEMENT_4.1_Purpose_and_Objectives_of_the_Plan_Risk_Management_Process.txt|cda560eaa12c45b59960f18e41b2e175
in a manner consistent with the scope of the project and the attitudes of the stakeholders. if qualitative analysis uses such terms as high impact or medium probability these should be defined objectively in the risk management plan. similarly the risk management plan should specify any key numerical values required in quantitative analysis or for decision making in risk response planning or risk monitoring and control. risk management planning should establish the type and level of risk detail to be addressed and provide a template of the risk register that will be used for recording risk related information. the risk management plan should also indicate the intensity of effort and the frequency with which the various project risk management processes should be applied this depends on the characteristics of the project as well as on the specified risk management objectives. in order for the project risk management processes to be carried out correctly and effectively the project team|TEXT_data\4_PLAN_RISK_MANAGEMENT_4.1_Purpose_and_Objectives_of_the_Plan_Risk_Management_Process.txt|ae2c37d44d9d4d58bbe550c6ca06a6ad
characteristics of the project as well as on the specified risk management objectives. in order for the project risk management processes to be carried out correctly and effectively the project team and other stakeholders need to know where and when they will be expected to participate their criteria for determining success their level of authority and what action to take relative to actions or decisions beyond this level. the risk management plan specifies the project s risk management roles and responsibilities and defines the corresponding expectations for both senior management and project personnel. chapter 4 plan risk management risk related communication occurs at two levels a within the project team and b between the project team and the other project stakeholders. the principles for each of these categories of communication are defined in the risk management plan. for the team the plan describes the frequency and scope of the various risk management meetings and reports|TEXT_data\4_PLAN_RISK_MANAGEMENT_4.1_Purpose_and_Objectives_of_the_Plan_Risk_Management_Process.txt|6bfba2bd3e57484cabfa87a4a20c840e
for each of these categories of communication are defined in the risk management plan. for the team the plan describes the frequency and scope of the various risk management meetings and reports required to carry out the corresponding project risk management processes as well as the structure and content of such meetings and reports. for the other stakeholders the plan sets their expectations as to the structure content and frequency of routine documents to be received as well as the way in which information will be shared for escalation or exceptional events. details of the information required by the project team from stakeholders should also be clearly defined.|TEXT_data\4_PLAN_RISK_MANAGEMENT_4.1_Purpose_and_Objectives_of_the_Plan_Risk_Management_Process.txt|203510887f6540a3a41d54e17792c494
4.2.2 involve project stakeholders in project risk management the project manager needs to involve the project stakeholders in the plan risk management activities to build on their skills and experience as well as to ensure their understanding of and commitment to the full project risk management process. the provision for risk management resources specified within the risk management plan should be approved by management at a level adequate for carrying out the required project risk management processes in accordance with agreed upon objectives. management should be involved in the analysis of the level of resourcing required for managing project risk and accept the risks that may arise from specific limitations placed on the provision of resources. disagreements between stakeholders in the areas of risk tolerance and evaluation measures should be addressed and resolved.|TEXT_data\4_PLAN_RISK_MANAGEMENT_4.2.2_Involve_Project_Stakeholders_in_Project_Risk_Management.txt|295ee5cc20da40d3a9fe917668f2b6b4
4.2.3 comply with the organization s objectives policies and practices the feasibility of risk management planning is dependent upon the features of the organization in which it is carried out. the rules and guidelines defined in the risk management plan should be compatible with the culture of the organization its capabilities from the point of view of people and facilities and its values goals and objectives. project management in general and risk management in particular contribute to the organization s effective governance. the risk management plan should identify and take into account the relevant organizational procedures and any other enterprise environmental factors that apply such as strategic risk management or corporate governance processes.|TEXT_data\4_PLAN_RISK_MANAGEMENT_4.2.3_Comply_with_the_Organization_’s_Objectives_,_Policies_,_and_Practices.txt|edcb74b1407f4da59dd71166a9e5e0f3
4.2 critical success factors for the plan risk management process the principal criteria for a valid risk management plan are acceptance by the stakeholders alignment with the internal and external constraints on the project balance between cost or effort and benefit and completeness with respect to the needs of the project risk management process. critical success factors for the plan risk management process are detailed below. 4.2.1 identify and address barriers to successful project risk management the time and effort required to carry out the plan risk management process will not be supported unless the stakeholders and especially management in the organization responsible for the project recognize and accept the benefits of managing risk and the added value of addressing this as a skill in its own right rather than as a passive or reactive component of general project management. a clear definition of the project objectives and a high level view of the project environment and|TEXT_data\4_PLAN_RISK_MANAGEMENT_4.2_Critical_Success_Factors_for_the_Plan_Risk_Management_Process.txt|cd85ee0164524a04b9a83c74f705322e
skill in its own right rather than as a passive or reactive component of general project management. a clear definition of the project objectives and a high level view of the project environment and solution approach are required to provide a valid basis for risk management. the project manager should therefore ensure that valid definition and planning information is available for the plan risk management activity. an organization inexperienced in risk management planning may need to develop its own approach and may expend an inappropriate amount of time and effort on this. alternatively it may use a proprietary or pre existing approach which requires tailoring. the availability of some or all of the following organizational process assets contributes to the chances of success of the plan risk management activities standard templates predefined risk categories and an established project management methodology incorporating risk management procedures that specify what risk information|TEXT_data\4_PLAN_RISK_MANAGEMENT_4.2_Critical_Success_Factors_for_the_Plan_Risk_Management_Process.txt|8dabcbecb4744680a1fd0d9e3152b58e
risk management activities standard templates predefined risk categories and an established project management methodology incorporating risk management procedures that specify what risk information is required for decision making when it is required and a definition of concepts and terms roles responsibilities and authority levels. access to relevant lessons learned at this stage will allow this experience to be taken into account from the start of the project. the risk management plan will not deliver its value unless project risk management is carried out as an integral part of the project. the corresponding activities should be built into the project work breakdown structure and included in the corresponding schedule budget and work assignment documents. chapter 4 plan risk management|TEXT_data\4_PLAN_RISK_MANAGEMENT_4.2_Critical_Success_Factors_for_the_Plan_Risk_Management_Process.txt|23feec0a6d5648b48451040c91af1a97
4.3.1 planning sessions planning sessions are recommended in order to build a common understanding of the project s risk approach between project stakeholders and to gain agreement on the techniques to be used for managing risk. elaboration of the risk management plan often serves to develop an effective means for the team to work together since a similar consultative team approach will be used in subsequent stages of the risk management process. the participants should include the project manager selected project team members and other stakeholders members of the broader organization having responsibility for risk and other subject matter experts or facilitators as needed. at this point the initial risk responsibilities methodology templates terms definitions time schedules and cost budgets for the other project risk management processes should be assigned and accepted. the specification for the tools that will be used in subsequent processes should include all parameters and other|TEXT_data\4_PLAN_RISK_MANAGEMENT_4.3.1_Planning_Sessions.txt|3bc40f809f1245cf92a9d3d40941d2ec
for the other project risk management processes should be assigned and accepted. the specification for the tools that will be used in subsequent processes should include all parameters and other inputs required to ensure their applicability to the specific project. these should be documented in the risk management plan which when formally approved is the principal deliverable of the plan risk management process. chapter 4 plan risk management|TEXT_data\4_PLAN_RISK_MANAGEMENT_4.3.1_Planning_Sessions.txt|4eb5fd065fc34286b6f45a4f87608509
4.3.2 templates in order to benefit from experience and existing best practice risk management planning should take into account relevant existing templates for work products such as risk status reports risk breakdown structures or the risk register. a decision should be made as to which templates are relevant to the project and these should then be adapted and included in the risk management plan.|TEXT_data\4_PLAN_RISK_MANAGEMENT_4.3.2_Templates.txt|b9a45afcaa564f8ea2ae67e4ebe556b5
4.3 tools and techniques for the plan risk management process|TEXT_data\4_PLAN_RISK_MANAGEMENT_4.3_Tools_and_Techniques_for_the_Plan_Risk_Management_Process.txt|e4fe5ac1417a4576bcf8bcebb70464e2
4.4 documenting the results of the plan risk management process the results of risk management planning are documented in the risk management plan. the plan serves to provide all project stakeholders with a common view of how the risk related activities of the project will be handled what has been agreed upon and a description of the stakeholders involvement and responsibilities in these activities. an overview of the key areas of focus is given in figure 4 1. figure 4 1. key areas of focus for the plan risk management process depending upon the size and complexity of the project some or all of the following elements will be present in a risk management plan. introduction project description risk management methodology risk management organization roles responsibilities and authority stakeholder risk tolerance criteria for success risk management tools and guidelines for use thresholds and corresponding definitions templates communications plan strategy and risk breakdown structure.|TEXT_data\4_PLAN_RISK_MANAGEMENT_4.4_Documenting_the_Results_of_the_Plan_Risk_Management_Process.txt|7b0333f3dafa415589904addb026baef
risk tolerance criteria for success risk management tools and guidelines for use thresholds and corresponding definitions templates communications plan strategy and risk breakdown structure. chapter 5 identify risks|TEXT_data\4_PLAN_RISK_MANAGEMENT_4.4_Documenting_the_Results_of_the_Plan_Risk_Management_Process.txt|c44e780cc11c4d6398cd33160a67422c
5.1 purpose and objectives of the identify risks process a risk cannot be managed unless it is first identified. consequently after risk management planning has been completed the first process in the iterative project risk management process aims to identify all the knowable risks to project objectives. it is however impossible to identify all the risks at the outset of a project. over time the level of project risk exposure changes as a result of the decisions and actions taken previously in the project internal change and of externally imposed change. the purpose of risk identification is to identify risks to the maximum extent that is practicable. the fact that some risks are unknowable or emergent requires the identify risk process to be iterative repeating the identify risks process to find new risks which have become knowable since the previous iteration of the process. when a risk is first identified potential responses may also be identified at the same time. these should be|TEXT_data\5_IDENTIFY_RISKS_5.1_Purpose_and_Objectives_of_the_Identify_Risks_Process.txt|24ec83a0d28e4cdc9023654ae2a683b1
to find new risks which have become knowable since the previous iteration of the process. when a risk is first identified potential responses may also be identified at the same time. these should be recorded during the identify risks process and considered for immediate action if such action is appropriate. where such responses are not implemented immediately these should be considered during the plan risk responses process.|TEXT_data\5_IDENTIFY_RISKS_5.1_Purpose_and_Objectives_of_the_Identify_Risks_Process.txt|cdd20891906247e4945a382e2c67491d
5.2.10 objectivity all human activities are susceptible to bias especially when dealing with uncertainty. both motivational biases where someone is trying to bias the result in one direction or another or cognitive biases where biases occur as people are using their best judgment and applying heuristics may occur. this should be explicitly recognized and addressed during the identify risks process. sources of bias should be exposed wherever possible and their effect on the risk process should be managed proactively. the aim is to minimize subjectivity and allow open and honest identification of as many risks as possible to the project.|TEXT_data\5_IDENTIFY_RISKS_5.2.10_Objectivity.txt|86ee5bb1123f41a6b0cfed36756d60a6
5.2.1 early identification risk identification should be performed as early as possible in the project lifecycle recognizing the paradox that uncertainty is high in the initial stages of a project so there is often less information on which to base the risk identification. early risk identification enables key project decisions to take maximum account of risks inherent in the project and may result in changes to the project strategy. it also maximizes the time available for development and implementation of risk responses which enhances efficiency since responses taken early are often normally less costly than later ones. chapter 5 identify risks|TEXT_data\5_IDENTIFY_RISKS_5.2.1_Early_Identification.txt|0999e63a4ea143289781b66ef2a19b86
5.2.1 early identification risk identification should be performed as early as possible in the project lifecycle recognizing the paradox that uncertainty is high in the initial stages of a project so there is often less information on which to base the risk identification. early risk identification enables key project decisions to take maximum account of risks inherent in the project and may result in changes to the project strategy. it also maximizes the time available for development and implementation of risk responses which enhances efficiency since responses taken early are often normally less costly than later ones. chapter 5 identify risks|TEXT_data\5_IDENTIFY_RISKS_5.2.1_Early_Identifi_cation.txt|ad5bb081edd74089a308823e30c94b2c
5.2.2 iterative identification since not all risks can be identified at any given point in the project it is essential that risk identification is repeated throughout the project life cycle. this should be done periodically at a frequency determined during the plan risk management process. risk identification might also be repeated at key milestones in the project or whenever there is significant change to the project or its operating environment.|TEXT_data\5_IDENTIFY_RISKS_5.2.2_Iterative_Identification.txt|d96d389bae5842bbad0d95e3ff80cab2
5.2.2 iterative identification since not all risks can be identified at any given point in the project it is essential that risk identification is repeated throughout the project life cycle. this should be done periodically at a frequency determined during the plan risk management process. risk identification might also be repeated at key milestones in the project or whenever there is significant change to the project or its operating environment.|TEXT_data\5_IDENTIFY_RISKS_5.2.2_Iterative_Identifi_cation.txt|952af3d6f1c94f9bb2665306d0762ec5
5.2.3 emergent identification in addition to invoking the identify risks process as defined in the project plan the project risk management process should permit risks to be identified at any time not limited to formal risk identification events or regular reviews.|TEXT_data\5_IDENTIFY_RISKS_5.2.3_Emergent_Identification.txt|a5e7e81c82f44c90ad8cdcee558fa025
5.2.3 emergent identification in addition to invoking the identify risks process as defined in the project plan the project risk management process should permit risks to be identified at any time not limited to formal risk identification events or regular reviews.|TEXT_data\5_IDENTIFY_RISKS_5.2.3_Emergent_Identifi_cation.txt|0820478c0e114f4db9f0d671ce2848e7
5.2.4 comprehensive identification a broad range of sources of risk should be considered to ensure that as many uncertainties as possible that might affect objectives have been identified.|TEXT_data\5_IDENTIFY_RISKS_5.2.4_Comprehensive_Identification.txt|dddc3642739347f2b6334787ec83ffe2
5.2.4 comprehensive identification a broad range of sources of risk should be considered to ensure that as many uncertainties as possible that might affect objectives have been identified.|TEXT_data\5_IDENTIFY_RISKS_5.2.4_Comprehensive_Identifi_cation.txt|e2e90571c21c45b9827cfcef5daa1e1c
5.2.5 explicit identification of opportunities the identify risks process should ensure opportunities are properly considered.|TEXT_data\5_IDENTIFY_RISKS_5.2.5_Explicit_Identification_of_Opportunities.txt|9331168b90f145609b7f2c1571296d25
5.2.5 explicit identification of opportunities the identify risks process should ensure opportunities are properly considered.|TEXT_data\5_IDENTIFY_RISKS_5.2.5_Explicit_Identifi_cation_of_Opportunities.txt|183d1b48548642a0b851e4f7a331dbef
5.2.6 multiple perspectives the identify risks process should take input from a broad range of project stakeholders to ensure that all perspectives are represented and considered. limiting risk identification to the immediate project team is unlikely to expose all knowable risks.|TEXT_data\5_IDENTIFY_RISKS_5.2.6_Multiple_Perspectives.txt|bbff5608bcc340f79e17a7060b6a1765
5.2.7 risks linked to project objectives each identified project risk should relate to at least one project objective time cost quality scope etc. noting that the pmbok guide defines risk as an uncertain event or condition that if it occurs has a positive or a negative effect on a project s objectives. consideration of each project objective during the identify risks process will assist in identifying risks noting that some risks may affect more than one objective.|TEXT_data\5_IDENTIFY_RISKS_5.2.7_Risks_Linked_to_Project_Objectives.txt|eef612278e1b4c4889c2bb50e8abd05b
5.2.8 complete risk statement identified risks should be clearly and unambiguously described so that they can be understood by those responsible for risk assessment and risk response planning. single words or phrases such as resources or logistics are inadequate and do not properly communicate the nature of the risk. more detailed risk descriptions are required which explicitly state the uncertainty and its causes and effects. chapter 5 identify risks|TEXT_data\5_IDENTIFY_RISKS_5.2.8_Complete_Risk_Statement.txt|926dd80740b345369a5722c30cd24d62
5.2.9 ownership and level of detail risks can be identified at a number of levels of detail. a generalized or high level description of risk can make it difficult to develop responses and assign ownership while describing risks in a lot of detail can create a great deal of work. each risk should be described at a level of detail at which it can be assigned to a single risk owner with clear responsibility and accountability for its management. trigger conditions should also be identified where this is possible and appropriate.|TEXT_data\5_IDENTIFY_RISKS_5.2.9_Ownership_and_Level_of_Detail.txt|9ed9afbe50eb4ed5810ffd0c2dc0e7de
5.2 critical success factors for the identify risks process the practices described in sections 5.2.1 through 5.2.10 will maximize the value and effectiveness of the identify risks process and enhance the likelihood of identifying as many risks as practicable.|TEXT_data\5_IDENTIFY_RISKS_5.2_Critical_Success_Factors_for_the_Identify_Risks_Process.txt|0c5a4c26bae142bcbf3c1d6b641fdac7
5.3.1 historical review historical reviews are based on what occurred in the past either on this project or other similar projects in the same organization or comparable projects in other organizations. historical review approaches rely on careful selection of comparable situations which are genuinely similar to the current project and filtering of data to ensure that only relevant previous risks are considered. in each case the risks identified in the selected historical situation should be considered asking whether they or similar risks might arise in this project.|TEXT_data\5_IDENTIFY_RISKS_5.3.1_Historical_Review.txt|f92957f2bcb5408394f474878a7d8072
5.3.2 current assessments current assessments rely on detailed consideration of the current project analyzing its characteristics against given frameworks and models in order to expose areas of uncertainty. unlike historical review approaches current assessment techniques do not rely on outside reference points but are based purely on examination of the project.|TEXT_data\5_IDENTIFY_RISKS_5.3.2_Current_Assessments.txt|9f6f5208f21341d4890e9c536d10aa9e
5.3.3 creativity techniques a wide range of creativity techniques can be used for risk identification which encourages project stakeholders to use their imagination to find risks which might affect the project. the outcomes or effectiveness of these techniques depend on the ability of participants to think creatively. these techniques can be used either singly or in groups and employ varying degrees of structure. these techniques depend on the ability of participants to think creatively and their success is enhanced by use of a skilled facilitator. each category of risk identification technique has strengths and weaknesses and no single technique can be expected to reveal all knowable risks. consequently the identify risks process for a particular project should use a combination of techniques perhaps selecting one from each category. for example a project may choose to use a risk identification checklist historical review together with assumptions analysis current assessment and|TEXT_data\5_IDENTIFY_RISKS_5.3.3_Creativity_Techniques.txt|2991ccecc384421ca6e91b44a2e8f3a8
perhaps selecting one from each category. for example a project may choose to use a risk identification checklist historical review together with assumptions analysis current assessment and brainstorming creativity . use of a risk breakdown structure which organizes the categories of potential risks on the project a prompt list or a set of generic list categories may assist in ensuring that as many sources of risk as practicable have been addressed while recognizing that no such tools are complete nor can they replace original thinking. chapter 5 identify risks whichever risk identification techniques are used it is important that identified risks are unambiguously described in order to ensure that the project risk process is focused on the actual risks and not distracted or diluted by non risks. use of structured risk descriptions can ensure clarity. risk meta language offers a useful way of distinguishing a risk from its cause s and effect s describing each risk using three part|TEXT_data\5_IDENTIFY_RISKS_5.3.3_Creativity_Techniques.txt|ddb1b552c3084c68896f84ea8b295936
non risks. use of structured risk descriptions can ensure clarity. risk meta language offers a useful way of distinguishing a risk from its cause s and effect s describing each risk using three part statements in the form as a result of cause risk may occur which would lead to effect. the relationship between cause risk and effect is shown in figure 5 2. figure 5 2. cause risk and effect|TEXT_data\5_IDENTIFY_RISKS_5.3.3_Creativity_Techniques.txt|f6a007251edd4ae6a63ebb1035713b24
5.3 tools and techniques for the identify risks process a range of tools and techniques is available for risk identification. these fall into the following three categories as illustrated in figure 5 1 figure 5 1. three perspectives of risk identification chapter 5 identify risks|TEXT_data\5_IDENTIFY_RISKS_5.3_Tools_and_Techniques_for_the_Identify_Risks_Process.txt|81bb7a7dfe494d7190266507162df791
5.4 documenting the results of the identify risks process the results from the identify risks process should be recorded in order to capture all relevant information currently available for each identified risk. the main output from the identify risks process is the risk register. this includes a properly structured risk description and the nominated risk owner for each risk and may also include information on the causes and effects of the risk trigger conditions and preliminary responses. chapter 6 perform qualitative risk analysis|TEXT_data\5_IDENTIFY_RISKS_5.4_Documenting_the_Results_of_the_Identify_Risks_Process.txt|55889990f51346e4bf84e18f30ea0687
6.1 purpose and objectives of the perform qualitative risk analysis process the perform qualitative risk analysis process assesses and evaluates characteristics of individually identified project risks and prioritizes risks based on agreed upon characteristics. assessing individual risks using qualitative risk analysis evaluates the probability that each risk will occur and the effect of each individual risk on the project objectives. as such it does not directly address the overall risk to project objectives that results from the combined effect of all risks and their potential interactions with each other. this can however be achieved through use of quantitative risk analysis techniques see chapter 7 . one step in the analysis is to categorize risks according to their sources or causes. if several risks arise from a common source sometimes called a root cause risk responses may be more effective when they focus on addressing this root cause. identifying common effects from groups of|TEXT_data\6_PERFORM_QUALITATIVE_RISK_ANALYSIS_6.1_Purpose_and_Objectives_of_the_Perform_Qualitative_Risk_Analysis_Process.txt|ee721e0086d04cd3978dc90e0ded4556
if several risks arise from a common source sometimes called a root cause risk responses may be more effective when they focus on addressing this root cause. identifying common effects from groups of risks allows identification of the areas of greatest risk exposure e.g. to the project completion date the budget or a particular deliverable s scope facilitating risk response focus in these areas. the methods of qualitative risk analysis are applied to the list of risks created or updated by the identify risks process to provide project management with the characteristics of the risks that have the most influence positive or negative on achieving the project s objectives. risks that are assessed as high priority to either threaten or to enhance the achievement of project objectives will be an important focus in the plan risk responses process. they may be further analyzed such as in the analysis of the overall project risk that is discussed in perform quantitative risk analysis process.|TEXT_data\6_PERFORM_QUALITATIVE_RISK_ANALYSIS_6.1_Purpose_and_Objectives_of_the_Perform_Qualitative_Risk_Analysis_Process.txt|af78ec6081bc421c8a24b1ed46e10cde
